Slovenia,,,,,150,,4.5,5,5,8,11.5,9.5,10.5,15,21.33333333,17.33333333,816.25,523.2,329,180.6,81.2,173,239,337.1428571,193.6,67.66666667,75.33333333,66.33333333,41.5,35,6,3,5,4,,,,,,,,,,,
South Africa,662.6583333,5350.986,2884.184615,3554.4,4642.741935,15298.92364,3146.972381,3630.4,2556.965053,3208.353696,14488.11171,1725.151619,2247.418182,2586.635405,2324.099444,9347.948,2151.404026,2287.119048,2779.246633,6903.709089,2987.558524,2597.518477,3269.69325,3578.432623,4064.022857,3029.702391,5912.112622,9039.376846,4052.484783,3719.250024,3761.524306,3665.863083,2277.338375,4838.381923,1585.257,1766.928,1382.7985,2943.812,1092.79,1665.11,,144.6,1181.34,225.9,
South Georgia And The South Sandwich Islands,,1389.333333,9834.4,17109.4,9238.5,6579.571429,7039.142857,7884.833333,8835.333333,8480.166667,8130.166667,261024.3333,7379.333333,7803.333333,8682.166667,9790.625,7590,7284.666667,7662,6237.666667,5737.333333,4829.625,5451.333333,4821.833333,5394.833333,5757.333333,6848,6774.166667,100881,29785,13783.66667,13896.66667,14574.66667,14685.33333,21047.5,36866,,,,,37866,,,,
South Korea,,,,,,,,,,,,,,,,6,,,,,,15,16,5969.090909,72,2796.153846,2632.263158,4355.823529,4919.526316,4791.111111,6410.833333,10655.4,7997.775,6786.83871,8280.470588,6769.6875,7743.357143,6598.4,4410.714286,,,,,,
Spain,4681.09027,5337.08,3052.930233,4928.583333,3929.726415,5070.949208,3075.077921,4356.426736,5069.754649,4947.60393,5638.101748,2846.182383,3223.555706,3399.896306,5250.668394,6048.29197,8005.714256,12194.10805,16415.70296,16020.55139,15499.88528,13235.53994,14191.76181,13126.11711,12502.74528,12841.996,11539.653,7147.573245,1525.142069,1682.497458,1736.501091,1211.985117,2009.710458,1914.646378,259.8523002,329.7468994,115.5432728,93.15051407,27.1531043,26.90011521,28.33906487,28.74096515,27.82557797,29.04531003,106.043164
Suriname,,,,,,,,1346573,,,,,,,,,,,,,,,,,,,,,,,,,,224271,,88611,224854,,,,,,,,
Swaziland,10,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Sweden,498.8234842,369.4265228,749.1369674,776.66034,790.7043347,682.6487262,630.2331499,771.6046284,836.5952783,806.2224186,1460.233974,921.5466631,313.2894382,554.5902894,383.9151963,1342.768224,412.8278815,2762.756509,1043.19676,4342.028264,4765.70943,6554.296085,4686.224845,2534.446934,11335.77098,7415.686095,957.7934437,711.6239544,458.0004254,808.7739597,293.1222791,372.3744598,293.0763192,320.9775495,327.5122576,109.745096,102.8192917,52.992647,52.13571764,52.20443693,51.78839364,64.26354673,64.79760191,68.01210491,66.88517655
Switzerland,66,76,90,106,120,305,146,162,182,220,218,240,268,148.5,163,97.53702,95.2656,98.2133,103.78764,109.9849,114.84061,104.0120182,98.08913636,99.12151818,100.6988636,108.195,111.7850818,111.25983,115.05247,121.72519,128.90281,145.3903444,152.8721444,176.217075,122.5615857,105.7676,,,,,,,,,
Syria,,,,,,,,,,,,,,,,,,,,30,35,140,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,,,,,,,,,,,,,,,,150,,,,206,286,300,298,363,380,380,427,582,580,632,757,826,,,,,,,,,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,54788,59272,40024,42844,105420,11344.25,21.14285714,,,,,,,,,,,,,,,,,
Tunisia,305,295,666,,,660,,,,100,10325,140,2575,,,206,800,540,558,3653,401.5,1713.666667,368,1781.75,1108,2206,3173,2102,6035,6270,7950,8013,2840,,,,,,,,,,,,
Turkey,120,65000,76,3427.333333,75,68,67,108,115.1428571,69.125,111.3333333,5157.470588,7834.558824,184.4444444,9137.471698,6126.778113,120481.6667,69211.86047,88923.54545,131552.0714,83569.06288,124650.7872,196205.0385,187092.5556,145190.2381,140962.4828,22414.30769,4979.021277,1083.6,5634,2450,1764.925,97.33333333,7240.666667,3239,2333.6,2234,5586,6016,21656,,,,,
Turkmenistan,430,,,,,1344.5,10,2,,87,1048,,,6,,61.66666667,223,,3,,,,41,486.5,930.5,224.5,804.5,458.5,,,,,,,,,,,,,,,,,
Uganda,533.3333333,,,,,,,146.2,151,55,71.925,,163,16,,41.5,140,589.6666667,75,163.4285714,330.3421053,109.4444444,214.25,111,174.0692308,185.1538462,556.0714286,429.6444444,459.5,344.4615385,884.2941176,378.0909091,423.375,718.7333333,278.0533333,577.1666667,42,,,,,,,,
Ukraine,2872.142857,2724.5,3397.444444,1975,1003.666667,1357.214286,2017.631579,2318.133333,754.9459459,580.2222222,561.8536585,1261.65,828.5,826.7826087,956.6521739,573.1724138,701.8421053,635.277027,618.5357143,1569.985714,1334.57732,1236.218182,1107.247706,1266.508333,1136.8,1845.529412,1667.466667,1394.692308,2556.2,4569.5,8930.75,3523.4,6569.5,34.5,7471,120,,,,,,,,,
United Arab Emirates,,,,,,,,,,,,,,,,,,,79,114,19758,,,18,,,,42002,38,442.5,554,1215.34,786.52,1098.166667,1186.046667,2911.892857,1745.792857,2139.057143,3151.725,5477.651667,16496.9375,34488.83333,24.335,18.71,
United Kingdom,4957.764235,6379.142535,6607.439589,146254.4801,138861.162,138494.7499,131695.5852,124108.0518,128038.0716,125816.8027,115230.8817,83959.11429,84919.26191,89003.43639,86029.00784,74359.32678,74545.19714,72628.2373,77047.86427,72508.281,74331.64251,72699.26116,67927.57024,7336.753583,7128.539198,6459.918,6197.506095,5752.878025,6355.046063,4427.201524,6847.111546,9039.480622,15114.39019,16717.19389,2808.927893,3165.980524,99.183808,1607.182971,101.3413049,103.3102175,110.399278,116.456049,113.3725923,115.2396108,116.6906063
United Republic of Tanzania,,,,,,,,,,,,,712,,6058,428,3362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States Minor Outlying Islands,,,25,5,,,,,,,,38,,,,42,,429300,,,,,387854,,,,,286662,,441178,204090,243814.5,199387,211,483,476,,,,,,,,,
United States of America,40798.8224,32938.60285,46216.70664,41663.55216,43394.17444,299692.3873,41606.17928,35071.05029,39853.27963,35617.72913,39605.0113,37526.37451,44503.963,55741.54608,42083.74729,47030.84567,249885.8006,242915.916,279570.9135,18340.3123,14864.39237,12672.65664,16216.27131,15340.39543,14602.70213,15377.55062,15497.69143,13713.45622,14665.32024,16990.78482,18134.97181,31821.74097,33057.36261,35442.64349,40019.3373,75912.48746,71164.64293,74097.17023,23992.42377,170.6283018,472.8700889,3439,,298,
United States Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,346,,,,,,,,,,,,,,,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,686,,1393,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,1986,1149,7,,,,,,,,,,,,,,,,,
Venezuela,,,,,,,,,,,,,,,800,,,,,,,1900,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,62,,,,25,23,75,,59,,,47,,,15,56,74,,,,,,,,,,,,,
Zambia,,,,,,,,,,,14000,,,,,,,,,,,5047,,520,,,,8000,,,,,,,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,387.3333333,528.5,432.3333333,,,,,,,,,,,,,,,,,,,,,
(blank),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,10250.71555,7706.662286,8535.890255,20036.9615,21538.32275,31483.90303,18641.86795,16158.45491,14359.42064,14009.89765,12836.44634,14839.62353,12891.76306,13397.40181,13466.77656,12871.24577,22075.05961,22931.39874,22513.29775,13057.98657,10082.1819,11065.36837,10861.33915,5278.76418,5606.173082,5419.333964,4698.013702,3816.885197,2163.76413,2131.713548,2413.242568,2291.683047,2093.461345,1893.15664,1365.479943,1400.179814,1096.71207,1265.575715,1308.560436,268.1210238,429.1369139,399.6564937,65.94669321,95.18063963,107.1294334
